filename,width,height,class,xmin,ymin,xmax,ymax
2911777_jpg.rf.2caf14a56441d2c468f20248054d51e5.jpg,512,512,Apple Pie,0,0,511,509
10500_jpg.rf.50c67aad49c2ce8fa3942dcea89feb53.jpg,512,512,French Fries,28,0,511,511
80190_jpg.rf.3fe947819d1c8d60de308f66341a3c9d.jpg,512,512,French Fries,140,255,414,511
2928660_jpg.rf.f0dad2fd2286eb6427fe39a01ff408af.jpg,512,512,Apple Pie,0,17,511,511
2900219_jpg.rf.16581971ac782cbb7f7e7a21fd793d6d.jpg,512,512,Apple Pie,12,60,497,479
85375_jpg.rf.1c8b6f8f84bc4f72b42030ec44a3881b.jpg,512,512,French Fries,0,133,509,511
112309_jpg.rf.f6d7f330cfabb2aab5b507350607f5c3.jpg,512,512,French Fries,103,30,436,351
2975948_jpg.rf.ec3c2da02a83b758319e5531e8c7c359.jpg,512,512,Apple Pie,0,0,511,511
51678_jpg.rf.ea5d808006d68243394558e4a5570a08.jpg,512,512,French Fries,0,0,511,511
2997124_jpg.rf.97254287c46ec35f8d2fa7e342fee1da.jpg,512,512,Apple Pie,15,30,487,467
2869633_jpg.rf.25f37a2d9dbe9da793a9c0ee397c7f8a.jpg,512,512,Apple Pie,143,84,511,394
2956823_jpg.rf.01b6ef0f53163dff551a956051636a0c.jpg,512,512,Apple Pie,0,105,393,351
2872568_jpg.rf.d136f1271d09eccf72d3f511b88430de.jpg,512,512,Apple Pie,82,136,424,407
63947_jpg.rf.88421ac870b1d57a2f15bd9a3b27d62f.jpg,512,512,French Fries,0,113,423,511
2983047_jpg.rf.374a283c16561d469123b3ec81fc264e.jpg,512,512,Apple Pie,0,94,511,508
107312_jpg.rf.5cfbd4492a63032efd3c8b4057b93864.jpg,512,512,French Fries,0,84,511,398
2874860_jpg.rf.630706688b6dc062da7780133d00d8cd.jpg,512,512,Apple Pie,159,0,511,452
80315_jpg.rf.e2b709f7b07bcf86b5dd5443d41926ab.jpg,512,512,French Fries,27,167,481,407
143158_jpg.rf.5c36f09a7e7423f161bc7a529a2de4c0.jpg,512,512,French Fries,0,89,424,454
2969119_jpg.rf.897f570fd5f8938c595f428646d2d1b7.jpg,512,512,Apple Pie,3,259,511,481
2955004_jpg.rf.411c0c46203c61e72b9f62df96bd2e62.jpg,512,512,Apple Pie,295,124,485,403
2878249_jpg.rf.b6d1214acd07252a4ef9fcc50fd6b796.jpg,512,512,Apple Pie,55,105,464,485
2921600_jpg.rf.bb853db1d06e38f06448b8cf3c37c943.jpg,512,512,Apple Pie,74,61,490,378
143685_jpg.rf.2f80a8ad99e2bba4c35225061f0ae8a5.jpg,512,512,French Fries,53,79,400,250
2968812_jpg.rf.3595a90f71e2abcabf19a9656ce661c4.jpg,512,512,Apple Pie,16,0,493,511
20215_jpg.rf.8aaa0e801f9c6559a96fe1db78009d05.jpg,512,512,French Fries,0,31,511,511
100148_jpg.rf.34e5d9ff72c76f7db8d6fe52ed86e9c7.jpg,512,512,French Fries,126,81,500,489
82535_jpg.rf.7241982a5e2954b2fe6a9a1922eaf8f1.jpg,512,512,French Fries,0,0,511,511
2948680_jpg.rf.c865c433c6303f60b01eea3100f89932.jpg,512,512,Apple Pie,31,77,478,427
2940483_jpg.rf.eef0dd0949ae4e7122740790b6ae4edf.jpg,512,512,Apple Pie,0,74,511,355
123902_jpg.rf.b6fe0241db7bd58048e54934994c4a11.jpg,512,512,French Fries,67,44,404,395
51368_jpg.rf.9cab0db3afe8e7a43a4d756050fb1603.jpg,512,512,French Fries,0,5,511,507
2929330_jpg.rf.c96e14a6d16d89b583d57306e8d7c5bd.jpg,512,512,Apple Pie,7,105,511,351
2881877_jpg.rf.486c3cf35fc61b54140258b4f873c40b.jpg,512,512,Apple Pie,51,172,419,344
2918880_jpg.rf.baf7e7377ed9e846aca4ef4e3de4335b.jpg,512,512,Apple Pie,2,47,511,386
